title,link,salary,company,description
Бариста (Дмитровский парк),https://hh.ru/vacancy/118448288?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 70 000 ₽ за месяц,  на руки",Не указана,"Привет! Мы - сеть уютных и стильных кофеен ""Здрасте"" с разнообразным меню. Наш акцент — это кофе, но важнее кофе для нас люди. Мы уделяем большое внимание команде и ее развитию. Любим то, что делаем и находимся в поисках таких же идейных и активных будущих коллег. Мы находимся в поисках Бариста (с 18 лет) Что тебе предстоит делать:  Работать с гостями по стандартам нашей сети. Не переживай, если опыта нет - всему научим; Готовить вкусные напитки согласно технологическим картам (этому тоже научим); Поддерживать чистоту стойки и витрин; Создавать атмосферу, в которую захочется вернуться снова.  Что мы ждем от тебя:  Готовность учиться, развиваться и получать много новой информации; Любовь к кофе; Грамотность речи; А еще мы dogfriendly-кофейни, поэтому важно отсутствие аллергии на братьев наших меньших)  Что ты получишь, работая с нами:  Достойную зарплату: 280 руб/час до аттестации, после 300 руб/час + личные чаевые; Сменный график работы; Фирменный мерч и бесплатное питание; Обучение и постоянную прокачку знаний; Участие в ежемесячных конкурсах с приятными призами; Скидку 20% на питание по меню и посещение других кофеен; Возможность быстрого карьерного роста (менеджер зала/официанты команды открытия/вакансии в Управляющей компании); Классную корпоративную культуру.  Мы ждем тебя в свою Команду! Данная вакансия подойдет тебе, если ты ищешь: работа в кофейне, бариста, кофе, работа рядом с домом"
Бармен/Бариста в ресторан Кофемания (м. Ломоносовский проспект),https://hh.ru/vacancy/118234033?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"до 72 000 ₽ за месяц,  на руки",Не указана,"«Кофемания» – неотъемлемая часть московской жизни уже на протяжении 20 лет. Сегодня «Кофемания» насчитывает более 50 ресторанов, собственное производство и несколько гастрономических проектов. Мы ждём тебя в команду лучших в своём деле! Работать в «Кофемании», значит:  Работать в удобном гибком графике и ресторане. Рабочая смена от 8 до 12 ч. Можно совмещать с учебой, а если смена закончится поздно – мы оплатим такси; Заработать на мечту: путешествие, учебу, машину или квартиру? Решать вам. Все расходы на оформление мед. книжки и покупку формы берём на себя; Развивать скиллы интересно. Сотрудники проходят профессиональное обучение у лучших тренеров ресторанной индустрии в России в корпоративной Академии: оборудованные классы и собственная лаборатория вкуса, регулярные дегустации и мастер-классы.  Авторские напитки наших барменов регулярно попадают в меню.  Строить успешную карьеру официально. Стать профессиональным бариста, а потом – менеджером барной стойки и управляющим.  Бариста «Кофемании» ежегодно подтверждают лидерство и мастерство, занимают первые места на престижных соревнованиях.  Быть в центре яркой корпоративной жизни: мастер-классы, беговой клуб и корпоративный кинотеатр в кругу друзей. Профессиональные корпоративные соревнования, где главный приз – путешествие в страну произрастания кофе. Получить крутые бонусы: бесплатное трехразовое питание на работе от профессиональных поваров, скидки в рестораны «Кофемании» от 15 до 30%, а также привилегии от партнёров на изучение английского, массаж, фитнес, салон-красоты, кино и многое другое!  Тебе предстоит:  Научиться готовить самые интересные напитки по технологическим картам. Все напитки из нашего меню – это оригинальные авторские рецепты или вариации классики. Контролировать качество продуктов и соблюдать нормы СанПин.  Получай удовольствие от работы вместе с друзьями: получи 20 000 рублей за каждого приведённого друга!"
Бариста в сеть кофеен,https://hh.ru/vacancy/118311553?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 60 000 до 70 000 ₽ за месяц,  на руки",Не указана,"Ищем яркиx, энeргичныx, и теx, кто хочет учитьcя ваpить лучший кофe в гоpoде! Опыт не нужен - вceму нaучим. Глaвнoе, чтобы тебe былo интepеснo pазвивaтьcя и дaрить людям хoрошee наcтрoeниe! Мы прeдлагаем:  Cтабильнaя заpaботная плaта - пoчaсовая oплата + чай; Гарантировaнные выплаты двaжды в меcяц; Boзможность карьерного роста; Официальное трудоустройство; Корпоративное обучение; Бесплатное питание; Медицинская книжка за счет компании; Лояльное руководство и поддержка коллег.  Должностные обязанности:  Подготовка зала к открытию и закрытию кофейни; Поддержание чистоты и порядка; Создание атмосферы в стиле бренда; Приготовление напитков по стандартам компании; Общение с клиентами; Выполнение кассовых операций.  Требования:  Доброжелательность, энергичность, аккуратность и как можно больше положительных качеств; Желание и умение работать в команде, у нас ресторан командной игры."
Бариста в One Price Coffee (ст. м. ЗИЛ),https://hh.ru/vacancy/116544410?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 55 000 до 68 000 ₽ за месяц,  на руки",Не указана,"Федеральная сеть ONE PRICE COFFEE ищет в свою команду Бариста. Что мы предлагаем:  Оплачиваемая стажировка - 220\час; Ставка бариста после прохождения стажировки - от 260\час; Премия за приведенного друга-5000р; Обучение с нуля и тренинги для повышения квалификации; Вкусный кофе + дружный молодой коллектив + стильная и удобная форма; Стабильные и своевременные выплаты заработной платы 2 раза в месяц; Официальное трудоустройство, оплачиваемый отпуск (в том числе учебный), больничные, перерывы на отдых и корпоративное питание; Помощь в оформлении и компенсация медкнижки; Гибкий график, который подстраивается под тебя. Есть возможность совмещения с учёбой, неполные смены.  Что мы ждём от вас:  Любовь к кофе и к людям; Стремление к развитию и получению знаний; Доброжелательность, пунктуальность,отзывчивость.  Чем нужно будет заниматься:  Общаться с гостями и ориентировать в нашем меню; Готовить напитки соблюдая стандарты качества компании; Поддерживать чистоту на рабочем месте; Работа на кассе; Работать в дружном, позитивном коллективе."
Бариста-кассир (м. Медведково),https://hh.ru/vacancy/118569850?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 58 900 до 72 300 ₽ за месяц,  на руки",Не указана,"В сети кафе-пекарен ""Хлеб с маслом"" открыта вакансия Бариста !Будем рады видеть сотрудников как с опытом, так и без опыта работы, желающих развиваться вместе с нами! Обязанности:  Приготовление кофейных напитков Прием заказов в формате togo; помощь и активные доп. продажи гостям при выборе напитков/ выпечки Расчет гостей, работа с кассой Оформление витрин Соблюдение стандартов компании Создание позитивной и уютной атмосферы кофейни  Требования:  Грамотная речь Желание развиваться в сегменте HoReCa Доброжелательность, внимательность, ответственность  Условия:  Сменный график 2/2, 4/2, 3/3, гибкий график (прекрасная возможность совмещать с учебой) Официальное оформление в соответствии с ТК РФ Заработная плата два раза в месяц Обучение в процессе работы от лучших специалистов города Бесплатное питание Компенсация медицинской книжки  Дружный коллектив профессионалов, атмосфера взаимовыручки  Благодаря нашим Бариста наша сеть стремительно развивается!Вкусная выпечка, ароматный кофе! Достойные условия труда!МЫ ПО ВСЕЙ МОСКВЕ!Мы повысили почасовую ставку и улучшаем условия для комфортной работы!Пиши, звони и мы выберем кофейню , максимально удобную по расположению.Мы ждем именно тебя!"
Бариста (м. Автозаводская),https://hh.ru/vacancy/117909740?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"до 110 000 ₽ за месяц,  на руки",Не указана,"ДНИ НЕДЕЛИ - это молодая и успешно развивающаяся сеть specialty-кофеен, которая с любовью дарит широкий ассортимент вкусных авторских напитков и отличное настроение каждому гостю! Наши кофейни - это про открытость, креативность и раскрепощенность, а также вкусный кофе и нетривиальные сочетания! Ждем тебя в нашей команде единомышленников, где есть все возможности проявить свои таланты. Нам по пути, если ты:  Кайфуешь от общения с людьми; Обладаешь крутыми навыками продаж и нацелен на увеличение товарооборота кофейни; Можешь поддерживать контакт с постоянными гостями, а также с легкостью привлекать новых; Умеешь готовить вкусный кофе или готов обучиться чему-то новому; Знаешь, как поднять настроение не только себе, но и окружающим; Готов развиваться и достигать новых высот вместе с нами.  Чем тебе предстоит заниматься:  Готовить авторские напитки, разумеется, не забывая про классику; Заниматься развитием кофейни и работать над узнаваемостью бренда, Принимать активное участие в дегустациях новых позиций; Проходить обучение в тренинг-центре для регулярного апгрейда своих скиллов; И, конечно же, соблюдать чистоту и порядок на рабочем месте.  Что мы предлагаем:  Оплачиваемую стажировку - 300р/час (до 2-х недель) Работу в минуте ходьбы от метро Автозаводская в БЦ Омега Плаза; Гибкий график работы: 7/0, 5/2, 3/3, 2/2 и тд., смены от 8 до 13 часов на выбор; Часовую ставку 350р (повышается в зависимости от навыка продаж); Ежемесячную премию по результатам работы; Возможность карьерного роста (бариста-старший бариста-администратор); Стильную и удобную униформу.  Если ты ищешь место, где хотел бы получить не только ценные знания, но и возможность реализовывать их на деле - наш френдли коллектив ждет тебя!"
"Бариста ((Москва, Осенний, 12)",https://hh.ru/vacancy/117645597?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 83 000 до 85 000 ₽ за месяц,  до вычета налогов",Не указана,
Бариста,https://hh.ru/vacancy/118350222?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 50 000 до 80 000 ₽ за месяц,  на руки",Не указана,"Обязанности:  Работа с кассой  Открытие и закрытие смены Поддержание рабочего места в частоте и порядке ​​​​​​​Проведение генеральной уборки раз в неделю ​​​​​​​Прием заказов, приготовление напитков, обслуживание ​​​​​​​Умение продавать   Пожелание по Софт Скиллам  Внимательность, ответственность, пунктуальность Дипломатичность, тактичность и умение находить подход к гостям   ​​​​​​​ ​​​"
Бариста,https://hh.ru/vacancy/118171732?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"80 000 ₽ за месяц,  до вычета налогов",Не указана,"Группа компаний РБЕ ищет в свою команду Бариста! Ты общительный и любишь дарить хорошее настроение? Разбираешься в сортах кофе, методах обработки и обжарки кофейных зёрен? Знаешь как, а главное, умеешь готовить вкусный кофе? Тогда приглашаем тебя в нашу дружную команду!   Условия:  Официальное трудоустройство, Своевременные выплаты заработной платы два раза в месяц, График работы: 5\2, сб-вс и праздничные дни – выходные, Оформление медицинской книжки за счет компании, Бесплатное питание и униформа компании,  В твои обязанности будет входить:  Общение с гостями, Приготовление напитков, Выкладка витрин, Работа с кассой.  Требования:  Грамотная речь, Ответственность и пунктуальность, Аналогичный опыт работы, Ухоженный и опрятный внешний вид.  Место работы: Бизнес центр, улица Беловежская, д. 4 (от метро часто ходят автобусы, дополнительно есть бесплатный корпоративный автобус от БЦ)."
Бариста (метро Раменки),https://hh.ru/vacancy/118030843?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 80 000 ₽ за месяц,  на руки",Не указана,"CofeFest — это не просто сеть кофеен, это место, где каждый найдет свою атмосферу. Мы создаем вкус и дарим настроение! CofeFest сегодня – это более 150 кофеен различного формата: от уютных кофеен в бизнес-центрах и медицинских учреждениях, до современных заведений с расширенной посадкой. Наши ценности — это основа нашего успеха. Мы уверены, что ответственность, качество, вовлеченность и поддержка помогут создать уникальную среду, где каждый сотрудник чувствует свою значимость. Мы свободны от стереотипов: в нашей команде не важны национальность, пол или годы. Мы постоянно развиваемся, совершенствуемся и поддерживаем стремление сотрудников к развитию и самореализации. Нам абсолютно не важно есть ли у вас опыт, мы будем рады видеть вас в команде COFEFEST! Мы предлагаем: · Официальное трудоустройство по ТК РФ. · График работы 5/2 с 7.00 до 19.00 · Конкурентную заработную плату. Бонусы и % от продаж. · Возможность влиять на свой доход. Дополнительная мотивация. · Бесплатное двухразовое питание и напитки. · Бесплатное обучение и стильная униформа. · Оплачиваемая стажировка. · Возможности профессионального развития и карьерного роста. Наши бариста растут по карьерной лестнице до старших бариста, территориальных управляющих и региональных директоров. · Работа рядом с домом. Удобная транспортная доступность. Все кофейни находятся в Москве, подберем наиболее удобную по расположению. · Дружный, отзывчивый коллектив, готовый оказать поддержку в решении любых вопросов. · А также: профессиональные конкурсы, сладкие подарки и поздравления на праздники, приятные комплименты от Компании. Обязанности: · Качественное приготовление кофе и других напитков по утвержденным рецептурам. · Прием и выкладка продукции. · Активные продажи продукции собственного производства COFEFEST (готовая выпечка, кулинария, кофе и десерты). Работа с кассой (iiko). · Поддержание чистоты и порядка на рабочем месте. · Создание уютной атмосферы гостеприимства и позитивного настроения гостей. Наши пожелания к новому сотруднику: · Позитивный настрой, желание работать, расти и развиваться вместе с нами. · Приветливость, коммуникабельность, ориентация на клиента. · Ответственность, аккуратность, пунктуальность. Присоединяйся к нашей дружной команде и открой для себя новые горизонты! Сделай свое будущее с CofeFest!"
Бариста-бармен в кафе Novikov Space,https://hh.ru/vacancy/118324889?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 60 000 ₽ за месяц,  на руки",Не указана,"Novikov Space — это крупнейшее образовательное и творческое пространство в стране, где мы обучаем специалистов ресторанного бизнеса и организуем гастрономические мероприятия. У нас также проходят мастер-классы по живописи, керамике и флористике!Ищем энергичного бармена-бариста в наше кафе. Здесь вы сможете готовить кофе, общаться с гостями и создавать атмосферу уюта. Мы подходим друг другу, если вы:- Любите варить отличный кофе.- Обожаете общаться с людьми.- Готовы сделать все, чтобы гость остался доволен.- Опыт не обязателен — мы всему научим!Ваши задачи:- Приготовление напитков по меню.- Поддержание чистоты и порядка на баре.- Работа с поставщиками и контроль запасов.- Проведение инвентаризаций.Что мы предлагаем:- График 2/2 с 9:30 до 23:00.- Стабильная зарплата и оформление по ТК РФ.- Вкусное 3-разовое питание за счет компании.- Обучение у лидеров индустрии и возможность карьерного роста. - Регулярные корпоративные активности: совместные спортивные мероприятия, выезды и книжный клуб.- Оплата смены — 4000 рублей + бонусы.Присоединяйтесь к нашей команде и станьте частью сильного бренда Novikov Group! Мы ждем вас!"
Бариста в сеть кофеен,https://hh.ru/vacancy/118311553?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 60 000 до 70 000 ₽ за месяц,  на руки",Не указана,"Ищем яркиx, энeргичныx, и теx, кто хочет учитьcя ваpить лучший кофe в гоpoде! Опыт не нужен - вceму нaучим. Глaвнoе, чтобы тебe былo интepеснo pазвивaтьcя и дaрить людям хoрошee наcтрoeниe! Мы прeдлагаем:  Cтабильнaя заpaботная плaта - пoчaсовая oплата + чай; Гарантировaнные выплаты двaжды в меcяц; Boзможность карьерного роста; Официальное трудоустройство; Корпоративное обучение; Бесплатное питание; Медицинская книжка за счет компании; Лояльное руководство и поддержка коллег.  Должностные обязанности:  Подготовка зала к открытию и закрытию кофейни; Поддержание чистоты и порядка; Создание атмосферы в стиле бренда; Приготовление напитков по стандартам компании; Общение с клиентами; Выполнение кассовых операций.  Требования:  Доброжелательность, энергичность, аккуратность и как можно больше положительных качеств; Желание и умение работать в команде, у нас ресторан командной игры."
Начинающий бариста \ бармен,https://hh.ru/vacancy/104069049?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 55 000 до 85 000 ₽ за месяц,  на руки",Не указана,"Группа компаний ""Шоколадница"" ищет крутых БАРИСТА! Если ты энергичный, позитивный и любишь кофе, у нас есть для тебя отличная новость — мы предоставляем бесплатное обучение и возможность стать частью кофейного гиганта в России и СНГ! Что мы тебе предлагаем: Стабильную работу в компании с отличной репутацией.Мы гарантируем работу по удобному графику.Официальное трудоустройство по Трудовому Кодексу РФ.Бесплатное питание и стильная форма.Никаких штрафов — только поддержка!Шикарный тим.Мы поможем выбрать удобное месторасположение кофейни.Возможность развиваться и прокачивать свои навыки. Что ты будешь делать: Консультировать наших гостей по меню.Принимать поставки.Создавать атмосферу и обеспечивать высокий уровень сервиса.Готовить вкуснейшие напитки на современном оборудовании. Что мы ждем от тебя: Страсть к кофе и желание делиться этим с другими.Желание радовать гостей и создавать позитивную атмосферу.Умение работать в команде.Не переживай, опыт не обязателен — мы сами введем тебя в мир кофе! Как попасть на собеседование?Откликнуться тут и обязательно в сопроводительном письме указать действующий номер whatsapp. До встречи! "
Начинающий бариста в кофейню ONE & DOUBLE,https://hh.ru/vacancy/118669566?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 60 250 до 99 000 ₽ за месяц,  на руки",Не указана,"Привет! Меня зовут Анна, я менеджер по персоналу сети кофеен One&Double :)Мы в поисках БАРИСТА. Нам абсолютно неважно есть ли у тебя опыт, или ты хотел бы начать свой путь с нуля, мы рады видеть тебя в своей команде и готовы помочь во всех твоих начинаниях! Что мы предлагаем:  Даже если ты никогда не варил кофе, мы научим тебя всему! Подбор точки ближе к дому За смену от 3750 р. + Бонусы;Мы ценим твой труд и готовы платить справедливо. Зарабатывай и наслаждайся жизнью! Повышение оплаты тем, кто с нами долго; Карьерный рост;У нас есть возможность расти и развиваться. Хочешь стать управляющим Мы поддержим твои амбиции! График работы 2/2, 3/3, 3/1, 4/2, 5/2, 6/1; Гибкое количество рабочих часовУчёба или другие дела? Подберем график специально для тебя. Оформление по ТК РФ; Выплаты з/п без задержек, 3 раза в месяц; Вкусное питание за счет компании; Медицинская книжка за счет компании;  Что хотели бы в тебе видеть:  Позитивный настрой на работу; Желание обучаться и расти вместе с компанией.  В твои обязанности будет входить:  Прием и выкладка товаров; Поддержание чистоты в кофейне; Помощь гостю при выборе в меню; Приготовление самых вкусных напитков."
Шеф-бариста в кофейню премиум класса,https://hh.ru/vacancy/117929560?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,Какая оплата труда?,Не указана,"Maison Marom — это продюсерский центр, который разрабатывает и воплощает смелые идеи в мире креативных индустрий, лайфстайла и маркетинга. В рамках наших амбициозных планов открывается новый ресторанный комплекс, который станет не только местом для наслаждения высококачественными десертами, но и пространством для новых гастрономических впечатлений. Мы ищем опытного и амбициозного шеф-бариста, готового взять на себя ответственность за создание уникального меню, организацию работы кофейни и обучение команды. Если вы хотите работать в команде профессионалов и воплощать свою креативность в каждом напитке — эта вакансия для вас! Основные обязанности:  Разработка и составление меню премиум класса с учетом имеющегося оборудования. Организация работы кофейни, обеспечение бесперебойной работы на сменах. Обучение и развитие новых бариста, внедрение стандартов качества приготовления напитков и сервиса. Ввод меню в программу Iiko совместно с бухгалтерией. Работа с кассой, открытие и закрытие смен, ответственность за денежные средства. Проведение инвентаризаций продуктов, контроль заказов со склада. Приготовление напитков, участие в работе на кассе в смену. Управление командой, соблюдение стандартов и качества обслуживания на смене.  Ключевые показатели эффективности:  Подготовка кофейни к открытию в установленные сроки. Создание меню, соответствующего высокому качеству и стандартам премиум сегмента. Обеспечение высокого уровня сервиса без претензий со стороны гостей. Бесперебойная работа кофейни, выполнение плановых финансовых показателей.  Что мы предлагаем:  Работу в престижной компании с уникальной концепцией. Заработная плата 400 000 AMD, регулярные выплаты 1 раз месяц. Возможность развиваться и расти вместе с компанией. Дополнительные бонусы: питание — 1 десерт и 2 напитка. Возможность карьерного роста до должности шеф-бармена в открывающемся ресторане-джелатерии премиум класса.   Что мы ждем от кандидата:  Опыт работы от 5 лет в аналогичной должности в премиум сегменте HoReCa. Опыт открытия проектов и составления меню с нуля. Управление персоналом, тренерские навыки, способность обучать. Самодисциплина, способность выстраивать процессы. Высокий уровень стрессоустойчивости. Знание рынка Армении и базы проверенных поставщиков — преимущество. Знание Microsoft Office, Iiko.  Если вы хотите стать частью нашей команды и реализовать свой потенциал в премиум проекте — присылайте свое резюме! Место работы располагается в г. Ереван."
Бариста,https://hh.ru/vacancy/117739455?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,Какая оплата труда?,Не указана,"В нашу кофейню требуется бариста!  Обязанности:  Приготовление напитков по тех. карте; Настройка эспрессо; Умение работать со specialty зерном Поддержание чистоты на рабочем месте; Работа без кассы; Забота о гостях и коллегах.  Требования:  Ответственность, коммуникабельность, пунктуальность, активность, позитив; Грамотная речь, знание и соблюдение стандартов сервиса; Опыт работы от 1 года в specialty сегменте Желание расти и развиваться;  Условия:  Высокий стабильный доход; Оформление строго по ТК РФ; Удобный график 2/2 с 9:30 до 21:30ч; Работа рядом с домом: улица Нагатинская д 5."
Бармен-бариста (ТРК РИГАМОЛЛ),https://hh.ru/vacancy/118138017?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 85 000 ₽ за месяц,  на руки",Не указана,"Joki Joya — это парки развлечений для всей семьи. Сегодня бренд Joki Joya является лидером индустрии детских развлечений в России и состоит из 33 парков в 3 городах: 22 в Москве и МО, 10 в Санкт-Петербурге и 1 в Твери.В ресторан JOKI JOYA в ТРК РИГАМОЛЛ (Новорижское шоссе, 23-й километр, вл2с1, 3 этаж) мы ищем в команду бармена-баристу. * Присутствует бесплатный транспорт от МЦД Павшино, метро Строгино и метро Щукинская; Мы предлагаем:  заработную плату: ставка за смену 3800 руб + % с банкетов + чай; работа в сменном графике: 2/2, 4/3, 5/2; время работы с 9:00 до 22:00; компенсация проезда в размере 200 руб. за смену; выплаты 2 раза в месяц без задержек; бесплатное стафф питание (завтрак, обед и ужин); стильную форму; перспективы карьерного роста до руководящих позиций; весёлые корпоративные мероприятия для сотрудников.  Чем предстоит заниматься:  работать с кассой (у нас удобная и простая система IIKO); приготовлением и отдачей чая, кофе, молочных коктейлей, соков, слабоалкогольных напитков; подготовкой бара ресторана к открытию и закрытию; поддержанием порядка и чистоты на рабочем месте.  От вас мы ждём:  опыт работы обязателен; умение работать в команде; доброжелательность к гостям и коллегам.  Мы ждем именно тебя и хотим, чтобы ты стал частью команды Joki Joya! Можешь написать или позвонить по номеру указанному в вакансии"
Бармен-бариста (ТРК Облака),https://hh.ru/vacancy/118031078?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,Какая оплата труда?,Не указана,"Joki Joya — это парки активного отдыха для всей семьи. Сегодня бренд Joki Joya является лидером индустрии детских развлечений в России и состоит из 33 парков в 3 городах: 22 в Москве и МО, 10 в Санкт-Петербурге и 1 в Твери. В наш дружный и сплочённый коллектив единомышленников Joki Joya в ТРК Облака требуется настоящий профессионал своего дела на позицию бармен-бариста. Мы предлагаем:  Заработная плата: ставка 3.600р за смену + личные чаевые + ежемесячные премии по результатам работы; График работы выходного дня (суббота + воскресенье + праздничные дни); Бесплатное стафф-питание (завтрак, обед и ужин); Фирменную одежду; Возможность дополнительных смен (дополнительный доход);  Чем предстоит заниматься:  Подготовка ресторана к открытию/закрытию, поддержание чистоты на рабочем месте; Принятие заказов, осуществление расчета гостей, соблюдение кассовой дисциплины; Приготовление чая, кофе, молочных коктейлей, соков, розлив слабоалкогольных напитков (пиво, вино).  Мы будем рады видеть Вас на собеседовании, если:  Вы ответственны и стремитесь хорошо выполнять свою работу каждый день; Вы умеете и готовы быть частью большой команды, поддерживать коллег и здоровую атмосферу в команде; Вы внимательны, даже к мелочам; Вы имеете возможность работать по сменному графику.    Присоединившись к нашей команде, Вы станете тем, кто создает наш Парк и делает его с каждым днем все лучше!"
Бариста (Дмитровский парк),https://hh.ru/vacancy/118448288?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 70 000 ₽ за месяц,  на руки",Не указана,"Привет! Мы - сеть уютных и стильных кофеен ""Здрасте"" с разнообразным меню. Наш акцент — это кофе, но важнее кофе для нас люди. Мы уделяем большое внимание команде и ее развитию. Любим то, что делаем и находимся в поисках таких же идейных и активных будущих коллег. Мы находимся в поисках Бариста (с 18 лет) Что тебе предстоит делать:  Работать с гостями по стандартам нашей сети. Не переживай, если опыта нет - всему научим; Готовить вкусные напитки согласно технологическим картам (этому тоже научим); Поддерживать чистоту стойки и витрин; Создавать атмосферу, в которую захочется вернуться снова.  Что мы ждем от тебя:  Готовность учиться, развиваться и получать много новой информации; Любовь к кофе; Грамотность речи; А еще мы dogfriendly-кофейни, поэтому важно отсутствие аллергии на братьев наших меньших)  Что ты получишь, работая с нами:  Достойную зарплату: 280 руб/час до аттестации, после 300 руб/час + личные чаевые; Сменный график работы; Фирменный мерч и бесплатное питание; Обучение и постоянную прокачку знаний; Участие в ежемесячных конкурсах с приятными призами; Скидку 20% на питание по меню и посещение других кофеен; Возможность быстрого карьерного роста (менеджер зала/официанты команды открытия/вакансии в Управляющей компании); Классную корпоративную культуру.  Мы ждем тебя в свою Команду! Данная вакансия подойдет тебе, если ты ищешь: работа в кофейне, бариста, кофе, работа рядом с домом"
